id,score,verdict,practice_size_guess,remote_signal,title,company,location,source,date_posted,url,reasons,description
4bad76c544bc,55,deprioritized,unknown,ambiguous,CALTRANS MAINTENANCE SUPERVISOR,Caltrans - CA Dept. of Transportation,"CA, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=4330e0daa14ef9f2,"+15 eligibility; cap 60: leadership/non-admin seat — buyer signal, not a VA-fillable role; cap 55: weak medical context in title/company","Job Posting: CALTRANS MAINTENANCE SUPERVISOR Department of Transportation JC\-524181* CALTRANS MAINTENANCE SUPERVISOR CALTRANS MAINTENANCE SUPERVISOR $5,401\.00 \- $7,032\.00 per Month New to State candidates will be hired into the minimum salary of the classification or minimum of alternate range when applicable. **Final Filing Date:** **7/19/2026** ### **Job Description and Duties** Under the direction of a Caltrans Maintenance Area Superintendent, the Caltrans Maintenance Supervisor is responsible for the activities of a crew engaged in highway maintenance. This position is located in a met"
63c8008d853a,55,deprioritized,unknown,ambiguous,ANALYST II,Caltrans - CA Dept. of Transportation,"CA, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=3886f43aff24cc65,"+15 eligibility; cap 60: leadership/non-admin seat — buyer signal, not a VA-fillable role; cap 55: weak medical context in title/company","Job Posting: Contract/Training Analyst Department of Transportation JC\-524161* Contract/Training Analyst ANALYST II $6,031\.00 \- $7,775\.00 per Month New to State candidates will be hired into the minimum salary of the classification or minimum of alternate range when applicable. **Final Filing Date:** **7/19/2026** ### **Job Description and Duties** Under the general direction of a Staff Services Manager I and/or Maintenance Manager I or II, the Analyst II independently performs complex analytical, fiscal, and contract management functions for the North Bay Region Maintenance Division. The "
f012f495e6a7,55,deprioritized,unknown,ambiguous,ANALYST I,Caltrans - CA Dept. of Transportation,"CA, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=9340e11e1023bf21,"+15 eligibility; cap 60: leadership/non-admin seat — buyer signal, not a VA-fillable role; cap 55: weak medical context in title/company","Job Posting: Analyst I Equipment Coordinator Commerce Department of Transportation JC\-524166* Analyst I Equipment Coordinator Commerce ANALYST I $3,861\.00 \- $6,276\.00 per Month New to State candidates will be hired into the minimum salary of the classification or minimum of alternate range when applicable. **Final Filing Date:** **7/19/2026** ### **Job Description and Duties** Under the general supervision of the Caltrans Maintenance Manager I (MM I), the Caltrans Analyst I will perform a wide variety of analytical services. Assist the Caltrans Maintenance Manager II (MM II) and the MM I, "
1c86ed7afda2,55,deprioritized,unknown,ambiguous,RESEARCH SCIENTIST,California Department of Pesticide Regulation,"CA, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=099b12a5fe9def2a,"+15 eligibility; cap 60: leadership/non-admin seat — buyer signal, not a VA-fillable role; cap 55: weak medical context in title/company","Job Posting: Research Scientist Department of Pesticide Regulation JC\-524054* Research Scientist RESEARCH SCIENTIST $6,942\.00 \- $9,799\.00 per Month New to State candidates will be hired into the minimum salary of the classification or minimum of alternate range when applicable. **Final Filing Date:** **7/23/2026** ### **Job Description and Duties** Are you interested in a meaningful and impactful career? Would you like to contribute to protecting people and the environment and accelerating a statewide transition to sustainable pest management? The Department of Pesticide Regulation (DPR) c"
9f8cf6652f30,55,deprioritized,unknown,on-site,Front Desk Coordinator (Riverhead-Part Time),Metro Physical & Aquatic Therapy,"Riverhead, NY, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=036696515df1e94e,-30 in person; +15 data entry; +15 emr; +10 clinic; cap 55: weak medical context in title/company,"**Company Description** ----------------------- Metro Physical \& Aquatic Therapy is a comprehensive multidisciplinary company who offers Physical, Occupational, Speech Therapy, Massage and Acupuncture services. We take great pride in inspiring our team to create an everlasting bond with our patients, our doctors, and our community. But it’s not just what we do, it’s who we are. We are driven by our mission to continually invest in our people and offer the best workplace environment possible.**Job Description** ------------------- We are currently hiring a Clinic Support Associate for immediat"
e09790ae6376,55,deprioritized,unknown,ambiguous,Intake Coordinator,,"Phoenix, AZ, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=b405ead12ac2757f,+15 patient intake; cap 55: weak medical context in title/company,"**Join a Team That Puts YOU First!** At **Emblem Home Health,** we do things differently. Our philosophy is simple: our team comes first. When you feel supported, empowered, and valued, you deliver the kind of care that changes lives. That’s why we invest in your growth from day one, through mentorship, ongoing education, and a culture that encourages intelligent risk\-taking and innovation. If you’re passionate about making a difference and want a career that grows with you, **Emblem** is the place to be! ***Your Impact*** As the Home Health **Intake Coordinator,** you will perform patient in"
029549c85f2e,55,deprioritized,unknown,ambiguous,Treatment Coordinator,Tend,"Boston, MA, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=531d1d0a9c992ed1,+15 appointment confirmation; cap 55: weak medical context in title/company,"**About the Role** At Tend, we do dentistry differently — without compromising on excellence or ambition. The Care Coordinator is one of the most important roles in a Tend studio: the first person patients meet, and the person who makes a treatment plan and a payment plan feel just as clear as a smile. You own the full patient journey, from check\-in to checkout and everything after, and you're the connective thread between the front desk and the chair. What sets this role apart is everything layered on top of day\-to\-day operations. You're a treatment educator, a financial guide, and a patie"
acb3d068cf44,55,deprioritized,unknown,ambiguous,Surgery Coordinator - ENT (Otolaryngology),Meier Plastic Surgery and ENT Specialists of North Florida,"Saint Johns, FL, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=6514573c0024277b,-20 health-system language in description; +15 verifying insurance; +15 emr; cap 55: weak medical context in title/company,"**Job Summary:** ENT Specialists of North Florida are looking for an experienced Surgery Coordinator. This position requires the utilization of clinical knowledge to schedule appropriate procedures per the provider's orders. The Surgery Coordinator position schedules office\-based and hospital procedures consistent with the patient's diagnosis and procedure request. Also requires excellent customer service skills with patients, employees, and the public. The Surgery Coordinator must be able to respond to both written and oral correspondence regarding schedule changes/cancellations in a timely,"
0c2f1a7fe902,55,deprioritized,unknown,ambiguous,PAS Specialist,Oregon Health & Science University,"Portland, OR, US",indeed,2026-07-08,https://www.indeed.com/viewjob?jk=eeea712a002def49,-20 health-system language in description; +15 verify insurance; +10 clinic,"Department Overview: OHSU Casey Eye Institute is a premier academic medical center providing eye care for adults and children in the Pacific Northwest and beyond. We treat eye conditions from the most straightforward to the most complex and offer expert care in all ophthalmology specialties. Since 1945, OHSU Casey Eye Institute doctors and vision scientists have worked side by side to discover the causes of eye disease and find new treatments. Bringing research and patient care together helps us turn possibilities into realities. OHSU Casey Eye Institute is a ""High Performing"" eye hospital, wh"
0305a1d61ace,55,deprioritized,unknown,ambiguous,Front Office Coordinator,Athletico Physical Therapy,"Kansas City, MO, US",indeed,2026-07-08,https://www.indeed.com/viewjob?jk=dc540b657765125f,+15 patient intake; +15 emr; +10 clinic; cap 55: weak medical context in title/company,"Position Overview: **About Us:** At Athletico, we believe in the power of support – because a little help can lead to extraordinary achievements. Physical therapy isn’t just about recovery; it’s about transformation. Our team thrives on providing life\-changing care for our patients, and we know that achieving this begins with taking care of our own. Our mission is simple yet powerful: **Extraordinary people improving lives.** **Position Summary:** The Patient Experience Coordinator (PEC) ensures accurate patient intake and financial clearance processes, delivering a seamless and exceptional f"
75323dcc4842,55,deprioritized,unknown,explicit-remote,Revenue Integrity Representative,Harris Computer,"TX, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=8016a7602734518b,+20 remote; +15 data entry; +15 ehr; cap 55: weak medical context in title/company,"The Revenue Integrity/Data Entry Billing/Charges Representative is responsible for supporting the financial performance of the physician practice by ensuring accurate charge capture, compliant billing, and timely reimbursement. This role works across departments to identify and correct billing discrepancies, reduce denials, and enhance overall revenue cycle efficiency. The ideal candidate demonstrates strong analytical skills, attention to detail, and the ability to manage multiple priorities in a fast\-paced healthcare environment. **This remote role welcomes candidates anywhere in Canada and"
78f068199323,55,deprioritized,unknown,ambiguous,Damage Specialist,"Project Resources Group, Inc","Cincinnati, OH, US",indeed,2026-07-10,https://www.indeed.com/viewjob?jk=2535f9052461e8c6,+15 claims; cap 55: weak medical context in title/company,"**About Project Resources Group (PRG)** As a leading provider of construction management, outside plant damage assessment \& recovery, business outsourcing and consulting services, PRG offers services within the cable, telephony, construction and utility industries, including: * Back Office Processing * Technical Support * Network Infrastructure * Engineering \& Design * Project and Program Management * Outside Plant Damage Cost Recovery Services With 20\+ offices and 825\+ employees nationwide, we deliver industry\-leading solutions with speed, accuracy, and expertise. **Job Summary** Project"
938cb40d3f02,55,deprioritized,unknown,ambiguous,Human Resources Specialist,Charter School for Applied Technologies,"Buffalo, NY, US",indeed,2026-07-10,https://www.indeed.com/viewjob?jk=4439f5c1808c7ae7,+15 claims; cap 55: weak medical context in title/company,"**POSITION:** HR Specialist **REPORTS TO:** Director of Human Resources **WAGE/HOUR STATUS:** Exempt/11 month **SALARY RANGE:** $60,000 \- $70,000 **Our Mission** *The Charter School for Applied Technologies prepares students to attain family\-sustaining careers by integrating career exploration and a lifelong learning culture.* The Charter School for Applied Technologies (CSAT) opened its doors in 2001 as a 700\-student school serving grades K\-6\. Today, CSAT is a busy campus consisting of three distinct buildings (Elementary, Middle and High Schools), that host approximately 2,300 students "
8704a40aed16,55,deprioritized,unknown,ambiguous,Sr. Benefits Specialist,ISPOT,"Bellevue, WA, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=681ec783198c4198,+15 claims; cap 55: weak medical context in title/company,"**Immigration / Work Authorization Notice:**Applicants must be currently authorized to work in the United States. iSpot is not able to sponsor or take over sponsorship of an employment visa for this position at this time. iSpot competes for the best talent. Our compensation packages consist of salary and equity in one of Seattle's hottest start\-ups, as well as other standard benefits. Most importantly, we provide a really interesting working experience, and the chance to contribute to the success of something great. What You'll Be Part Of: At iSpot, we are the pioneers of real\-time TV ad mea"
fe33699a4cb8,55,deprioritized,unknown,ambiguous,Assistant Maintenance Manager,C&W Services,"Rancho Cordova, CA, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=de3971efc6e18da5,"+15 claims; cap 60: leadership/non-admin seat — buyer signal, not a VA-fillable role; cap 55: weak medical context in title/company","**Job Title** ============= Assistant Maintenance Manager**Job Description Summary** =========================== **Job Description** =================== **Our Purpose:** At C\&W Services, we believe that Better Never Settles. We are committed to fostering a positive impact globally by empowering extraordinary people to deliver remarkable results. Join our team and make a difference. **C\&W Services provides compelling benefits, including:** * A Safety\-First Culture * Dynamic, high\-performing environments * Training, Development, and Advancement Opportunities * Weekly Pay * Comprehensive Bene"
5d4c8548d858,55,deprioritized,unknown,explicit-remote,HR Business Consultant,Sentry,"Stevens Point, WI, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=6b9148670a36f26d,+20 work from home; cap 55: weak medical context in title/company,"As an HR Business Consultant, you will provide a broad range of strategic human resources consulting services to leaders. Our HR Business Consultants are thought leaders who balance business and associate needs when problem\-solving and creating integrated solutions. They utilize a deep understanding of our business model to proactively translate the area’s strategies into HR solutions that best enable the business teams to meet its strategic objectives. **What You'll Do** As an HR Business Consultant, you will: * Build strategic relationships with business leaders and develop trust and busine"
b86bbe0a757b,55,deprioritized,unknown,on-site,Titling Specialist,Caribou,"Denver, CO, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=e9d581e6dd44ca26,-30 onsite; +20 remote; +15 claims; cap 55: weak medical context in title/company,"**About Caribou** At Caribou, we care about giving people financial freedom so they can focus on what's most important to them. Today, less than two percent of Americans refinance their auto loans despite drastic increases in the cost of new and used cars. We see huge potential to help folks reduce their monthly auto expenses, as well as increase the predictability of those expenses over time. We do this by building technology to pair customers with community banks and credit unions, and ushering them through the process quickly. On average, our drivers save $162/month on their car loans while"
e466412d3f43,55,deprioritized,unknown,ambiguous,Eligibility and Benefits Specialist,OrthoArizona,"Chandler, AZ, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=50bcb7c1c467fdd0,+15 eligibility; +15 emr; cap 55: weak medical context in title/company,"**Eligibility \& Benefits Specialist** **About OrthoArizona:** At OrthoArizona, we are bringing the best together. Our organization was created to help serve ALL orthopedic and podiatry needs throughout the Valley! We have a wide range of orthopedic surgeons and mid\-level providers including physical and occupational therapists. Today we are one of Arizona’s largest privately owned and most comprehensive orthopedic practices with more than 75 locally and nationally renowned providers across 30 locations, in addition to 2 ambulatory surgical centers and in house state of the art MRI capabiliti"
76cb1161814c,55,deprioritized,unknown,explicit-remote,Veteran Onboarding and Triage Call Specialist,Rocket Benefits LLC,US,indeed,2026-07-09,https://www.indeed.com/viewjob?jk=7856e0336157fa6e,+20 work from home; +15 claims; cap 55: weak medical context in title/company,"Are you looking for a mission driven career that helps those in need? Are you a hard\-working, motivated individual who wants to work with other hard\-working, motivated individuals? Do you want the flexibility to work from home? Does working for a startup with many growth opportunities sound exciting? Do you work well independently and appreciate a job where you can complete your tasks without being micromanaged? Most importantly, do you like helping people, specifically veterans? If so, then being a Veteran Advocacy Specialist at Rocket Benefits may be the job for you! **About Us** Every day"
d5cc04d643e9,55,deprioritized,unknown,ambiguous,Collector,"Credit Service Company, Inc.","Arlington, TX, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=fd24837ccb98847c,+15 collections; cap 55: weak medical context in title/company,"CSC is currently seeking self\-motivated, reliable negotiation experts to join our team as a Collector in our Arlington Office. Join our team, learn new skills and start a new career while having flexibility with weekends off, flextime, Paid Time Off, and Paid Holidays! **About Us** CSC is a third\-party debt collection agency that has been in business since 1947\. With a philosophy of ***Do What is Right*** and Core Company Values of **Integrity**, **Compassion**, and **Respect**, an ethics driven approach to debt collections is engrained in our people and processes. CSC is passionate about h"
b1a78aa6ff5d,55,deprioritized,unknown,explicit-remote,Scheduling Coordinator,Ennoble Care,"Reston, VA, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=342ef4d639943ccd,+20 remote; cap 55: weak medical context in title/company,"**About Us** Ennoble Care is a mobile primary care, palliative care, and hospice service provider with patients in New York, New Jersey, Maryland, DC, Virginia, Oklahoma, Kansas, Pennsylvania, Texas, Florida, and Georgia. Ennoble Care's clinicians go to the home of the patient, providing continuum of care for those with chronic conditions and limited mobility. Ennoble Care offers a variety of programs including, remote patient monitoring, behavioral health management, and chronic care management, to ensure that our patients receive the highest quality of care by a team they know and trust. We "
623c826d1a79,55,deprioritized,unknown,explicit-remote,SY 26-27 Anticipated Temporary Special Ed Classroom Assistant,Chicago Public Schools,"Chicago, IL, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=817d7c2d7f2f1dfc,+20 virtual; cap 55: weak medical context in title/company,"**SY 26\-27 Anticipated Temporary Special Ed Classroom Assistant** **Job Number:** **260001PV** **Posting Date****:** Jul 9, 2026, 11:17:26 AM**Primary Location****:** Central\-1326 W 14th Place (CPS Virtual Academy)**Position Type****:** Union Position**Salary Range****:** $41,766\.58 to $60,584\.36 **JOB DESCRIPTION \-** **CLASS TITLE:** Special Education Classroom Assistant **CHARACTERISTICS OF THE CLASS:** Under the general direction of the school principal, and under the immediate supervision of a Special Education teacher holding a valid teaching certificate directly engaged in teaching "
208baac87be1,55,deprioritized,unknown,explicit-remote,Board Certified Behavior Analyst (BCBA),Action Behavior Centers - ABA Therapy for Autism,"Palo Alto, TX, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=0fd099be206f7efd,"+20 remote; cap 60: leadership/non-admin seat — buyer signal, not a VA-fillable role; cap 55: weak medical context in title/company","**APPLICATIONS ARE REVIEWED DAILY. YOU CAN EXPECT A RESPONSE WITHIN 24 HOURS.** **Why ABC?** * **Our Patients:** An intentional focus on small caseloads with a compassionate care approach. * **Our Culture:** ABC Core Values are more than just words on a wall. It's how we strive to live everyday. * **Our Community:** We ground ourselves in our WHY and the impact we have on the lives of others. **Compensation and Bonus Structure** * **Total Compensation Package from $84,000 to $117,670 annually.** Opportunity to earn MORE based on center size, mentorship of RBT’s and supervision of assigned trai"
aea932c4242f,55,deprioritized,unknown,explicit-remote,At-Home Board Certified Behavior Analyst (BCBA),Action Behavior Centers - ABA Therapy for Autism,"Leon Valley, TX, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=bc6010d976541f9f,"+20 remote; cap 60: leadership/non-admin seat — buyer signal, not a VA-fillable role; cap 55: weak medical context in title/company","**APPLICATIONS ARE REVIEWED DAILY. YOU CAN EXPECT A RESPONSE WITHIN 24 HOURS.** **Why ABC?** * **Our Patients:** An intentional focus on small caseloads with a compassionate care approach. * **Our Culture:** ABC Core Values are more than just words on a wall. It's how we strive to live everyday. * **Our Community:** We ground ourselves in our WHY and the impact we have on the lives of others. **Compensation and Bonus Structure** * **Total Compensation Package from $84,000 to $117,670 annually.** Opportunity to earn MORE based on center size, mentorship of RBT’s and supervision of assigned trai"
25a7a9998b74,55,deprioritized,unknown,explicit-remote,Customer Operations & Writing Specialist,"Clerky, Inc.",Worldwide,remotive,2026-07-02,https://remotive.com/remote-jobs/customer-service/customer-operations-writing-specialist-2090942,+20 remote; cap 55: weak medical context in title/company,"Here at Clerky, we build software to make legal paperwork easier for startups and their attorneys. We're profitable and growing sustainably. We're the most popular way for high-growth technology startups to form, and are also used by many top-tier startups for hiring and fundraising. As a Customer Operations & Writing Specialist at Clerky, you will be the voice of the company to thousands of startup founders, investors, and attorneys. These customers use Clerky to get critical legal paperwork done, often on a tight timeline. Our success is based on word-of-mouth, so we have a strong culture of"
e34ee493adaa,55,deprioritized,unknown,explicit-remote,Sales Assistant ,Endureed by Global Innovation ,USA,remotive,2026-06-26,https://remotive.com/remote-jobs/sales/sales-assistant-2091038,"+20 remote; +15 data entry; cap 60: leadership/non-admin seat — buyer signal, not a VA-fillable role; cap 55: weak medical context in title/company","This role may require you to be on site at times - please check with the employer first. Job Title: Sales Assistant Company: Endureed Location: Lake City, FL / Remote eligible Reports to: VP of Global Sales ABOUT THE ROLE The Sales Assistant is the operational backbone of the US sales team. You'll provide hands-on administrative, coordination, and customer support to the VP of Global Sales — keeping the department running smoothly, accurately, and on time across residential and Strategic Partner (SP) channels. This isn't a role for someone who wants to wing it, work independently without struc"
0449ffd929a9,55,deprioritized,unknown,explicit-remote,Frontend Developer,Quinncia Inc,Worldwide,remotive,2026-06-16,https://remotive.com/remote-jobs/software-development/frontend-developer-2090991,"+20 remote; cap 60: leadership/non-admin seat — buyer signal, not a VA-fillable role; cap 55: weak medical context in title/company","(All applications will be considered ONLY through Wellfound. Please do not contact any employee of the company as no such contact/connection will be considered as an application for the job.) This posting is for a Frontend Developer, you would work alongside our team. We are a fully remote team so it does not matter which country or time zone you are in, as long as you are available from 10 AM to 1 PM (EST). We are NOT looking for part-time work, contractors, software development companies or consultants, so please only apply if you're looking for a full-time position. Quinncia is a career rea"
2e9c90b53eab,55,deprioritized,unknown,ambiguous,Assistant Account Payable,The Obesity Society,USA,remotive,2026-06-12,https://remotive.com/remote-jobs/medical/assistant-account-payable-2090989,+15 data entry; cap 55: weak medical context in title/company,"This role may require you to be on site at times - please check with the employer first. The Accounts Payable Assistant performs accounting and c lerical tasks that are related to accounts payable transactions including receiving and logging invoices, maintaining and updating an accounts payable ledger, generating financial statements and reports, and other financial matters as assigned by the Director of Finance & Operations. The ideal candidate will possess a basic understanding of accounting fundamentals as well as excellent office support skills. Key Responsibilities of the Accounts Payabl"
0f179d2073cd,55,deprioritized,unknown,explicit-remote,Remote Office Assistant,Coalition Technologies ,Worldwide,remotive,2026-06-11,https://remotive.com/remote-jobs/marketing/remote-office-assistant-1680495,+20 remote; +15 billing; cap 55: weak medical context in title/company,"Coalition Technologies is seeking a reliable, detail-oriented, and highly organized Remote Office Assistant to support administrative, bookkeeping, billing, reporting, data entry, and internal operations tasks. This role is ideal for someone with strong communication skills, discretion, attention to detail, and a willingness to learn and grow within a fast-paced remote work environment. As an Office Assistant, you will help support daily administrative operations, assist with entry-level bookkeeping, organize client documents, support internal reporting, and help maintain accurate company reco"
5d175ef409e5,55,deprioritized,unknown,explicit-remote,iOS Developer,nooro,USA,remotive,2026-06-09,https://remotive.com/remote-jobs/software-development/ios-developer-1956455,"+20 remote; cap 60: leadership/non-admin seat — buyer signal, not a VA-fillable role; cap 55: weak medical context in title/company","WHO ARE WE? At nooro, we're revolutionizing pain management for seniors. Our platform is transforming how older adults engage with pain management at home. We're on a mission to make wellness more accessible and effective through technology. Check our website here: https://nooro-us.com/ We're a fast-moving startup that works on quick iteration and bold decisions. Our team is lean, agile, and empowered to make meaningful impacts daily. If you enjoy a dynamic environment where ideas become a reality at lightning speed and you're not afraid to wear multiple hats, you'll fit right in. WHAT WILL YO"
24a3d238c080,55,deprioritized,unknown,ambiguous,Senior Customer Solution Engineer — AI Native/Consumption Quote to Cash,Zuora,USA,jobicy,2026-07-09,https://jobicy.com/jobs/149068-senior-customer-solution-engineer-ai-native-consumption-quote-to-cash,"+15 billing; cap 60: leadership/non-admin seat — buyer signal, not a VA-fillable role; cap 55: weak medical context in title/company","About Zuora At Zuora, we help businesses grow smarter and adapt faster. Our platform powers modern business models — from subscriptions and usage-based pricing to AI-driven and outcome-based offerings — helping companies launch new products, automate complex billing, and unlock predictable, recurring revenue. We’ve led the Subscription Economy for more than a decade. Now we’re evolving again by building the definitive platform for quote to cash and helping companies monetize their products and services with an adaptable, AI-ready foundation. The Opportunity A technical SaaS sales engineer who "
32b36aec4893,55,deprioritized,unknown,explicit-remote,Territory Sales Manager,CELSIUS,"St. Petersburg, St. Petersburg, Florida, United States",remoteok,2026-07-08,https://remoteOK.com/remote-jobs/remote-territory-sales-manager-celsius-1134619,"+20 anywhere; cap 60: leadership/non-admin seat — buyer signal, not a VA-fillable role; cap 55: weak medical context in title/company","IfÂ you'reÂ reading this on your way from 5am spin class to festival fast-pass,Â you'reÂ CELSIUSÂ®â an everyday hustler with the essential energy to aimÂ high andÂ go the extra mile wherever your goals take you.Â Joyful by design, sunny by nature, and unapologetically bold. If your bestie has you saved in their phone as ""Icon,""Â you'reâ¯ALANI NUÂ®â¯â confident, colorful, and bringing main-character energy to every moment.Â SoCal in your soul, attitude in your stride. If gravityÂ doesn'tÂ stop you and ""impossible"" sounds more like ""dare you,""Â you'reâ¯ROCKSTARÂ®â a born rebel, raising "
fe9df1efcb08,55,deprioritized,unknown,ambiguous,Social Media Manager,Digital,"Pennsylvania, Pennsylvania, United States",remoteok,2026-07-08,https://remoteOK.com/remote-jobs/remote-social-media-manager-digital-1134621,"+15 referrals; cap 60: leadership/non-admin seat — buyer signal, not a VA-fillable role; cap 55: weak medical context in title/company","We are seeking a Social Media Manager to to lead end-to-end strategy, content creation, and profile management across TikTok and Instagram. This role sits at the intersection of personal branding, short-form video, and organic audience growth. The ideal candidate can take the client's ideas and turn them into polished content, and build a premium, education-first presence from the ground up. About The Client The client is a life insurance agent focused on family and union-member benefits. The positioning is deliberately exclusive and premium, closer to an invite-only, members-only community th"
674b5b157c5d,55,deprioritized,unknown,explicit-remote,Regional Training Supervisor,Guild Garage Group,"Orlando, Orlando, Florida, United States",remoteok,2026-07-07,https://remoteOK.com/remote-jobs/remote-regional-training-supervisor-guild-garage-group-1134586,"+20 remote; cap 60: leadership/non-admin seat — buyer signal, not a VA-fillable role; cap 55: weak medical context in title/company","Position Title: Regional Training Supervisor Location: Remote Department: Training & Development Reports to: VP, Training & Development Location: 100% Remote with 25% Travel Pay: $70,000-80,000 annually About Guild Garage Group At Guild, training is not a support function â it is a strategic driver of growth, consistency, customer experience, and employee success. At Guild Garage Group, weâre not just another player in the gameâweâre the fastest growing garage door platform on the planet, transforming how training and development shape success in the home services industry. Weâre loo"
8c3a0dcf2684,55,deprioritized,unknown,explicit-remote,Paid Media Specialist Meta & Google Ads,Noventra Group,,remoteok,2026-07-07,https://remoteOK.com/remote-jobs/remote-paid-media-specialist-meta-google-ads-noventra-group-1134552,"+20 remote; +15 billing; cap 60: leadership/non-admin seat — buyer signal, not a VA-fillable role; cap 55: weak medical context in title/company","Noventra Group is hiring a remote Paid Media Specialist to support Meta Ads and Google Ads campaigns across selected partner-brand initiatives. This role is focused on performance marketing, campaign optimization, reporting, and paid media execution for brands and commercial partners working within Noventra Groupâs partner-brand ecosystem. About Noventra Group Noventra Group is a European-based brand partnership and commercial growth group working with selected brands, ecommerce businesses, retail partners, consumer product companies, and commercial partners across multiple markets. The comp"
e66bd10a9b58,55,deprioritized,unknown,explicit-remote,Dutch Speaking Customer Service Agent For Imperial Work from Home Greece,Mercier Consultancy,,remoteok,2026-07-07,https://remoteOK.com/remote-jobs/remote-dutch-speaking-customer-service-agent-for-imperial-work-from-home-greece-mercier-consultancy-1134545,+20 work from home; cap 55: weak medical context in title/company,"Location:Â Greece (Relocation Opportunity Available) Job Type:Â Full-Time (40 hours per week) We are looking for a Dutch-Speaking Customer Service Agent to support customers on behalf of Imperial. Based remotely in Greece, you'll be responsible for answering customer enquiries via telephone, email, and live online chats. Why Choose Greece? Living and working in Greece offers the chance to enjoy an exceptional quality of life while advancing your career in an international environment. With its Mediterranean climate, beautiful coastline, rich history and world-famous cuisine, Greece is an ideal"
acadbd87d09d,55,deprioritized,unknown,explicit-remote,Human Resources Generalist Manager,Seasoned Recruitment,"Nashville, Nashville, Tennessee, United States",remoteok,2026-07-05,https://remoteOK.com/remote-jobs/remote-human-resources-generalist-manager-seasoned-recruitment-1134533,"+20 remote; cap 60: leadership/non-admin seat — buyer signal, not a VA-fillable role; cap 55: weak medical context in title/company","About The Opportunity Our organization is looking for a dynamic HR Manager to lead our people operations during an exciting phase of growth. As a hands-on generalist, you will own the full employee lifecycle end-to-end, partnering with leadership to build scalable processes and a premier staff experience. Key Qualifications 3-5 years of HR experience, with at least 2 years as a generalist owning multiple functions Required: Strong working knowledge of California and Arizona state employment laws Desired: Proficiency in Rippling HRIS Desired: High growth, or start-up experience Required: Availa"
d6bea6cccba3,50,deprioritized,unknown,ambiguous,MATERIALS AND STORES SUPERVISOR I (CORRECTIONAL FACILITY),Folsom State Prison,"CA, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=aa68b1c59bfec35f,"cap 60: leadership/non-admin seat — buyer signal, not a VA-fillable role; cap 55: weak medical context in title/company","Job Posting: M\&SSI Folsom State Prison Folsom State Prison JC\-522967* M\&SSI Folsom State Prison MATERIALS AND STORES SUPERVISOR I (CORRECTIONAL FACILITY) $4,214\.00 \- $5,518\.00 per Month New to State candidates will be hired into the minimum salary of the classification or minimum of alternate range when applicable. **Final Filing Date:** **7/23/2026** ### **Job Description and Duties** Individuals who are eligible for a Training and Development assignment may also be considered for this position(s). Newly hired State employees may be placed at the minimum of the salary range. Every 12 mo"
42158ad0f90a,50,deprioritized,unknown,ambiguous,MANAGER II,Department of Managed Health Care,"CA, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=11bf603d6f3975f6,"cap 60: leadership/non-admin seat — buyer signal, not a VA-fillable role","Job Posting: Chief Financial Officer Department of Managed Health Care JC\-524178* Chief Financial Officer MANAGER II $9,572\.00 \- $10,867\.00 per Month New to State candidates will be hired into the minimum salary of the classification or minimum of alternate range when applicable. **Final Filing Date:** **7/20/2026** ### **Job Description and Duties** Under the administrative direction of the OAS Deputy Director the incumbent acts as the DMHC’s Chief Financial Officer (CFO). The CFO manages the Fiscal Services Division (FSD), which is responsible and accountable for administration of the DM"
afd8058b2325,50,deprioritized,unknown,ambiguous,HEALTH PROGRAM SPECIALIST II,Department of Managed Health Care,"CA, US",indeed,2026-07-09,https://www.indeed.com/viewjob?jk=d39bc90ad74c8cfa,,"Job Posting: Medical Survey Specialist Department of Managed Health Care JC\-524098* Medical Survey Specialist HEALTH PROGRAM SPECIALIST II $7,276\.00 \- $9,107\.00 per Month New to State candidates will be hired into the minimum salary of the classification or minimum of alternate range when applicable. **Final Filing Date:** **7/23/2026** ### **Job Description and Duties** ***The authority to establish this position and make appointment is contingent upon Legislative and Governor's approval and enactment of the 2026\-27 Budget Act.*** Under the general direction of the Supervisor II, the inc"
